"LengthRowID","CatchRowID","FishID1","FishID2","ForkLength","Volume","Sex","ReproductiveStage","X2ndStage","AdFinPresent","VIE","ReleasedAlive","LengthRace","CWTRace","CWTNumber"
79,11,NA,NA,70,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
80,11,NA,NA,58,NA,1,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
81,11,NA,NA,60,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
82,12,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
83,12,NA,NA,91,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
84,12,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
85,12,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
86,12,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
87,12,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
88,12,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
89,12,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
90,12,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
91,12,NA,NA,81,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
92,12,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
93,12,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
94,12,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
95,12,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
96,12,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
97,12,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
98,12,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
99,12,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
100,12,NA,NA,60,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
101,12,NA,NA,81,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
102,12,NA,NA,60,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
103,12,NA,NA,61,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
104,12,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
105,12,NA,NA,101,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
106,12,NA,NA,81,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
107,12,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
108,12,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
109,12,NA,NA,63,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
110,12,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
111,12,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
112,12,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
113,12,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
114,12,NA,NA,110,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
115,12,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
116,12,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
117,12,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
118,12,NA,NA,57,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
119,12,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
120,12,NA,NA,94,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
121,12,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
122,12,NA,NA,105,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
123,12,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
124,12,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
125,12,NA,NA,89,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
126,12,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
127,12,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
128,12,NA,NA,60,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
129,12,NA,NA,93,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
130,12,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
131,12,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
132,13,NA,NA,69,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
133,13,NA,NA,65,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
134,13,NA,NA,65,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
135,13,NA,NA,68,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
136,13,NA,NA,65,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
137,13,NA,NA,60,NA,1,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
138,13,NA,NA,64,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
139,13,NA,NA,70,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
140,13,NA,NA,58,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
141,13,NA,NA,57,NA,1,2,NA,FALSE,FALSE,FALSE,NA,NA,NA
142,13,NA,NA,55,NA,0,0,NA,FALSE,FALSE,FALSE,NA,NA,NA
143,14,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
144,15,NA,NA,100,NA,NA,NA,NA,FALSE,FALSE,FALSE,"Winter",NA,NA
145,15,NA,NA,175,NA,NA,NA,NA,FALSE,FALSE,FALSE,"LateFall",NA,NA
146,16,NA,NA,108,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
147,16,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
148,16,NA,NA,119,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
149,16,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
150,16,NA,NA,114,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
151,16,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
152,16,NA,NA,99,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
153,16,NA,NA,124,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
154,16,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
155,16,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
156,16,NA,NA,128,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
157,16,NA,NA,131,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
158,16,NA,NA,104,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
159,16,NA,NA,109,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
160,16,NA,NA,105,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
161,16,NA,NA,114,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
162,16,NA,NA,121,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
163,16,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
164,16,NA,NA,98,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
165,16,NA,NA,113,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
166,16,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
167,16,NA,NA,110,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
168,16,NA,NA,126,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
169,16,NA,NA,93,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
170,16,NA,NA,95,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
171,16,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
172,16,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
173,16,NA,NA,104,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
174,16,NA,NA,115,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
175,16,NA,NA,120,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
176,16,NA,NA,103,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
177,16,NA,NA,100,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
178,16,NA,NA,110,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
179,16,NA,NA,105,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
180,16,NA,NA,100,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
181,16,NA,NA,95,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
182,16,NA,NA,81,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
183,16,NA,NA,142,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
184,16,NA,NA,133,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
185,16,NA,NA,88,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
186,16,NA,NA,119,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
187,16,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
188,16,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
189,16,NA,NA,94,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
190,16,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
191,16,NA,NA,61,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
192,16,NA,NA,98,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
193,16,NA,NA,99,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
194,16,NA,NA,98,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
195,16,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
196,17,NA,NA,67,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
197,17,NA,NA,66,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
198,17,NA,NA,60,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
199,18,NA,NA,240,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
205,19,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
206,19,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
207,20,NA,NA,79,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
208,20,NA,NA,86,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
209,20,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
210,20,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
211,20,NA,NA,54,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
212,20,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
213,20,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
214,20,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
215,20,NA,NA,59,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
216,20,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
217,20,NA,NA,56,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
218,21,NA,NA,69,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
219,21,NA,NA,61,NA,1,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
220,22,NA,NA,87,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
221,22,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
222,22,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
223,22,NA,NA,87,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
224,23,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
225,23,NA,NA,77,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
226,23,NA,NA,87,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
227,23,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
228,23,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
229,23,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
230,23,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
231,23,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
232,23,NA,NA,88,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
233,23,NA,NA,86,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
234,23,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
235,23,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
236,23,NA,NA,113,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
237,23,NA,NA,94,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
238,23,NA,NA,67,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
239,23,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
240,23,NA,NA,63,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
241,23,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
242,23,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
243,23,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
244,23,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
245,23,NA,NA,102,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
246,23,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
247,23,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
248,23,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
249,23,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
250,23,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
251,23,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
252,23,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
253,23,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
254,23,NA,NA,67,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
255,23,NA,NA,57,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
256,23,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
257,23,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
258,23,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
259,23,NA,NA,87,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
260,23,NA,NA,83,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
261,23,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
262,23,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
263,23,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
264,23,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
265,23,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
266,23,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
267,23,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
268,23,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
269,23,NA,NA,93,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
270,23,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
271,23,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
272,23,NA,NA,59,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
273,23,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
274,24,NA,NA,65,NA,1,4,NA,FALSE,FALSE,FALSE,NA,NA,NA
275,24,NA,NA,69,NA,2,3,NA,FALSE,FALSE,FALSE,NA,NA,NA
276,24,NA,NA,61,NA,0,0,NA,FALSE,FALSE,FALSE,NA,NA,NA
405,26,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
406,26,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
407,26,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
408,26,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
409,26,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
410,26,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
411,26,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
412,26,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
413,26,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
414,26,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
415,26,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
416,26,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
417,26,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
418,26,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
419,26,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
420,26,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
421,26,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
422,26,NA,NA,60,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
